Opening Spread,Team 1,Team 2,Game Time,Betting Spread
+4.0 / -4.0,ARI,WAS,-,+4.0 / -4.0
-7.0 / 7.0,ATL,TAM,-,-7.0 / 7.0
-6.5 / 6.5,BAL,CLE,-,-6.5 / 6.5
+5.0 / -5.0,CHI,DET,-,+5.0 / -5.0
+12.5 / -12.5,CIN,MIN,-,+12.5 / -12.5
-3.0 / 3.0,DAL,OAK,-,-3.0 / 3.0
-3.0 / 3.0,DEN,IND,-,-3.0 / 3.0
+3.0 / -3.0,GNB,CAR,-,+3.0 / -3.0
+10.5 / -10.5,HOU,JAX,-,+10.5 / -10.5
+1.0 / -1.0,LAC,KAN,-,+1.0 / -1.0
-1.0 / 1.0,LAR,SEA,-,-1.0 / 1.0
+3.5 / -3.5,MIA,BUF,-,+3.5 / -3.5
-2.5 / 2.5,NWE,PIT,-,-2.5 / 2.5
+16.5 / -16.5,NYJ,NOR,-,+16.5 / -16.5
-7.5 / 7.5,PHI,NYG,-,-7.5 / 7.5
+2.5 / -2.5,TEN,SFO,-,+2.5 / -2.5
